book_id,major_category,genre,keyword,book_uniqueness_az,book_creativity_az,book_intelligence_az,book_structure_az,book_style_az,in_house_review,expected_chapters,expected_number_of_pages,weeks_spent_writing,cover_art,series_number,language,flesch_kincaid_reading_level,number_of_authors,previous_books,previous_sales,gender,expected_release_month,award_flg,advance_amount,import_decision,ad_budget,sales
3000945,Fiction,Fantasy,sea,B,B,C,C,C,60,8,199,120,,1,english,68.39,1,1,213832,male,jul,0,93362,1,30752,305735
6140526,Young Adult,Mystery,crime,D,B,F,E,B,51,5,120,54,Animal,0,english,79.65,1,4,715549,male,aug,0,68312,1,23964,370072
6393972,Non-Fiction,History,easy_reading,D,F,B,A,D,51,20,511,54,Person (photograph),1,english,22.12,1,3,564967,female,dec,0,60998,1,52435,259241
5654814,Fiction,Humor,NA,C,E,D,B,B,59,8,168,48,Abstract art,0,english,38.93,3,0,0,,jul,0,16388,1,30035,297875
9710891,Fiction,Horror,NA,B,B,D,D,C,66,12,296,63,,1,english|spanish|chinese,21.21,1,0,0,female,aug,0,131225,1,27399,228083
3214190,Non-Fiction,Reference,NA,C,F,A,A,E,54,14,353,36,,1,english,20.07,1,1,194880,male,apr,0,69556,1,41697,389395
4500031,Non-Fiction,History,academic,D,E,B,A,E,59,13,376,49,,0,english,8.48,1,0,0,male,nov,0,99811,1,41531,512286
7559493,Fiction,Mystery,space,D,C,D,E,A,59,8,186,83,Abstract art|Landscape,1,english,49.97,1,0,0,female,jan,0,65861,1,49232,358855
9726820,Young Adult,Science Fiction,contemporary,C,D,D,F,A,51,10,175,145,,0,english,59.13,1,0,0,male,jun,0,25884,1,43794,417191
1085980,Fiction,Humor,NA,C,B,D,D,A,72,16,407,89,Animal,1,english,48.43,1,1,224336,,apr,0,70460,1,51814,176314
9523378,Fiction,Mystery,foreign,B,C,C,C,A,72,4,84,114,Abstract art,1,english,75.22,2,1,160407,,march,1,23653,1,44588,448365
3319942,Fiction,Mystery,crime,C,C,C,D,A,66,16,316,72,Scientific|Abstract art,0,english,13.82,1,0,0,female,jul,0,63887,1,44355,337047
8824159,Fiction,Science Fiction,NA,B,B,D,D,A,59,7,170,181,,0,english,44.84,1,1,175965,,may,0,37536,1,41538,222879
9670977,Fiction,Mystery,sea,B,C,D,E,B,50,13,338,140,,1,english,6.52,1,1,211141,male,dec,0,119382,1,62276,539387
2653737,Children,Picture Books,NA,B,A,F,E,B,50,4,48,60,,1,english,88.24,1,0,0,female,march,0,50026,1,46970,909
7973384,Non-Fiction,Instructional,NA,C,E,B,B,E,55,8,174,115,,0,english,69.34,1,0,0,female,nov,0,44004,1,48086,427023
8168160,Fiction,Humor,ww2,B,A,C,A,B,79,13,326,45,Landscape,3,english,58.72,1,2,452148,male,nov,0,145393,1,21575,202851
5692443,Non-Fiction,Instructional,NA,E,F,B,A,F,50,20,496,62,,0,english,14.49,5,0,0,,aug,0,10000,1,48068,121325
2939698,Young Adult,Fantasy,patriotic,D,C,E,C,A,54,9,196,30,,0,english,63.49,1,0,0,female,jun,0,104175,1,46869,227602
6099259,Young Adult,Science Fiction,pirate,E,D,D,A,A,61,10,248,36,,0,english|chinese,52.6,1,0,0,female,dec,1,61943,1,43650,238784
5903237,Fiction,Romance,NA,C,B,E,A,D,60,6,148,166,Landscape,0,english,50.55,1,1,160724,,jan,0,38386,1,30930,21929
4541792,Fiction,Mystery,sea,D,C,D,B,A,65,6,145,77,,2,english,60.23,1,5,700628,female,apr,0,241465,1,40904,454316
3360974,Non-Fiction,Reference,political,C,D,A,A,E,65,13,329,26,,5,chinese,33.7,4,4,619045,,jul,0,63974,1,48757,462159
6805918,Non-Fiction,Scientific,NA,D,C,A,A,F,65,25,562,113,Animal,1,english,7.52,1,0,0,female,march,1,53927,1,17201,233470
1962311,Fiction,Humor,crime,C,C,B,C,A,71,8,183,117,Person (photograph)|Landscape,0,english,37.91,2,6,982351,,may,0,136293,1,47765,250081
5998375,Fiction,Mystery,patriotic,C,E,B,B,C,61,32,908,55,,0,english,6.39,1,1,173626,male,feb,0,95188,1,46419,211678
1411741,Fiction,Humor,NA,A,B,E,A,B,82,17,429,208,Landscape,0,english,53.28,3,0,0,,nov,0,5000,1,44241,210647
9293208,Fiction,Fantasy,contemporary,C,B,F,A,A,70,40,902,63,Abstract art,1,chinese,21.69,2,0,0,,feb,0,41859,1,44181,299652
9225734,Fiction,Adventure,foreign,D,C,D,D,A,58,7,155,122,Scientific|Animal|Abstract art,1,english|chinese,65.68,3,3,1534324,,nov,0,190371,1,25389,64753
5800440,Fiction,Science Fiction,crime,B,F,C,B,A,52,24,535,63,Animal,1,english,38.27,1,0,0,,oct,0,51669,1,46381,316972
1161246,Fiction,Humor,sea,C,D,D,A,B,65,32,691,87,Abstract art|Landscape,0,english,25.15,3,2,453366,,march,0,51712,1,32766,251544
7131252,Non-Fiction,Reference,NA,E,F,A,A,D,56,15,436,83,,1,english|spanish,37.99,1,0,0,male,nov,0,50344,1,37520,381846
4785957,Fiction,Humor,sea,C,C,F,B,A,64,7,178,28,Abstract art,0,english,42.56,1,0,0,male,jun,0,150009,1,46796,396650
8028731,Fiction,Science Fiction,NA,E,B,D,C,A,63,16,402,66,,1,english|chinese,65.23,1,3,471422,female,jul,1,109150,1,81193,616461
2521121,Fiction,Adventure,romance,E,B,F,B,A,50,13,333,105,Animal,1,chinese,21.11,1,0,0,,sep,0,33357,1,42997,292284
7778726,Fiction,Science Fiction,crime,A,C,F,C,A,61,22,546,50,,5,english,44.79,1,4,712274,male,jan,0,294962,1,17529,332967
1850988,Young Adult,Adventure,sci-fi,C,E,C,C,C,51,9,207,39,Animal|Abstract art,1,english,85.38,1,2,1525289,female,feb,0,118555,1,52297,223010
6579122,Children,Fairytales/Folklore,NA,A,A,F,D,B,66,5,64,52,Animal,3,english,75.24,1,2,327111,male,feb,0,101364,1,44446,177185
9254471,Non-Fiction,Scientific,NA,E,F,A,A,E,51,10,222,52,,0,english,62.97,1,0,0,female,nov,0,38602,1,45335,611987
6897806,Fiction,Adventure,NA,C,B,D,B,A,77,7,133,48,Abstract art,1,english,73.5,2,0,0,,oct,0,17085,1,48620,125531
9092643,Fiction,Historical Fiction,romance,A,A,D,D,B,77,18,361,23,,0,english,62.67,1,13,3003140,,dec,0,472641,1,45869,745743
4863827,Children,Picture Books,funny,B,A,F,E,B,62,2,22,38,Scientific,0,english,94.72,2,0,0,,jul,0,7432,1,44665,87778
1508409,Fiction,Historical Fiction,crime,B,B,B,B,C,79,28,801,135,Illustration,0,english,20.74,1,0,0,female,nov,1,45650,1,47341,342577
5683109,Fiction,Mystery,NA,C,B,D,E,B,54,28,737,170,Abstract art,0,english,22.77,1,1,200961,,jan,0,24912,1,55844,348326
1593440,Young Adult,Adventure,NA,D,C,F,C,B,54,9,227,83,Animal|Abstract art,0,english,55.48,1,0,0,,march,0,5000,1,39772,1908
1310292,Children,Picture Books,NA,A,A,F,F,B,60,NA,30,18,,1,english,92.97,1,0,0,,jan,0,12536,1,49267,249035
7437031,Fiction,Adventure,NA,C,C,C,B,C,61,11,265,89,Illustration,0,english|chinese,45.49,3,0,0,,aug,0,5000,1,46922,448693
3404540,Fiction,Historical Fiction,crime,E,B,E,D,C,50,16,428,103,,1,english|spanish|chinese,6.07,1,3,1489721,male,march,0,279810,1,47646,665054
3981499,Fiction,Mystery,easy_reading,A,E,D,D,B,62,7,170,41,,1,english,62.23,1,0,0,female,aug,0,90446,1,45469,346204
2620089,Non-Fiction,Instructional,NA,D,D,A,A,E,59,11,226,76,Abstract art,0,spanish,64.62,1,2,369586,,sep,0,73932,1,43907,315391
9626196,Fiction,Humor,pirate,B,D,E,D,A,54,7,190,82,,1,english,42.11,1,0,0,female,apr,0,74178,1,45528,372044
2079995,Non-Fiction,History,space,D,E,C,A,D,49,16,446,NA,,1,english,32.54,1,0,0,male,jan,0,56267,1,45091,204984
5118289,Fiction,Mystery,space,D,B,C,B,B,74,21,432,108,Landscape,0,english,54.87,3,0,0,,dec,0,9636,1,48739,142809
9942232,Fiction,Science Fiction,contemporary,C,B,C,D,B,62,40,820,137,Landscape,1,english|spanish,8.76,1,2,276732,,oct,0,66881,1,45671,341719
9428433,Fiction,Romance,political,B,A,E,D,A,69,7,155,65,Illustration,1,english,60.28,2,1,171642,,may,0,56698,1,57924,361407
9786087,Non-Fiction,Instructional,easy_reading,E,D,A,A,E,51,18,433,64,,1,english,26.66,5,3,465918,,aug,0,92727,1,33000,335131
5096577,Non-Fiction,Text-Book,NA,E,E,A,B,D,53,21,399,37,,1,english,16.58,1,0,0,male,apr,0,38810,1,50761,451216
4910505,Fiction,Science Fiction,NA,C,C,C,A,D,69,8,145,33,Animal,1,english,62.52,1,1,85938,male,apr,0,114761,1,47208,240493
7144951,Fiction,Science Fiction,NA,A,B,C,B,A,89,14,338,197,Animal,3,english,16.2,3,2,286640,,dec,0,61516,1,52801,552217
9917775,Fiction,Science Fiction,easy_reading,D,D,E,B,B,51,9,219,135,,1,english,51.63,2,1,216251,,march,0,73641,1,45633,338316
4138538,Children,Picture Books,dinosaur,B,A,C,E,C,68,2,17,27,,1,english,93.68,1,0,0,female,feb,0,35880,1,44533,129
9232427,Fiction,Science Fiction,NA,C,C,D,B,D,54,NA,123,40,,1,english|spanish,72.97,1,0,0,,jul,0,40227,1,51691,152135
9914973,Fiction,Historical Fiction,magic,C,F,B,D,C,51,11,314,55,Illustration,1,english,29.17,1,0,0,female,dec,0,69344,1,48096,257179
7249992,Non-Fiction,Reference,NA,D,E,A,A,F,51,24,580,87,,0,english,7.71,5,6,1938058,,nov,0,226277,1,56826,539066
6494934,Non-Fiction,History,NA,E,F,A,A,D,55,21,561,112,Illustration,0,english,2.97,1,0,0,male,may,0,55023,1,54457,507900
7714223,Children,Rythmic,NA,C,A,D,D,D,55,2,13,72,Animal|Person (photograph),0,spanish,100,1,0,0,,march,0,9476,1,51046,67753
2822507,Children,Picture Books,pop-up,D,A,E,F,A,60,2,17,52,,1,english,97.42,1,0,0,female,oct,0,54759,1,48124,112253
